chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr2	144428607	144428608	rs10928195	Weight	Quantitative_traits	N	N	N	NA	5.39794	2906
chr2	146125522	146125523	rs10427255	Sneeze	Quantitative_traits	N	N	N	NA	11	9126
chr2	147372023	147372024	rs10928302	HIV_progression	Viral_disease	N	N	N	NA	5.09691	2362
chr2	148478335	148478336	rs7584099	Response_to_statin_therapy-CPD	Drug_metabolism	N	N	N	NA	6.30103	3928
chr2	149387967	149387968	rs10191411	IL8	Serum_metabolites	N	N	N	NA	5.39794	1200
chr2	149557859	149557860	rs2121433	Alzheimers-t-tau	Aging	N	N	Y	Y	6	374
chr2	149568395	149568396	rs4499362	Alzheimers-t-tau_Ab1-42	Aging	N	N	N	NA	6	374
chr2	150697147	150697148	rs11889862	Menopause	Aging	Y	N	Y	Y	5.69897	2979
chr2	151126402	151126403	rs6716455	Alcohol_dependence	Neurological_behavioral	Y	N	Y	Y	5.04576	8754
chr2	151126402	151126403	rs6716455	Alcohol_use_disorder	Neurological_behavioral	Y	N	Y	Y	6.1549	8754
chr2	155070566	155070567	rs958672	Aging_traits-age_at_natural_menopause	Aging	N	N	N	NA	5.69897	1345
chr2	155226676	155226677	rs707040	Sudden_cardiac_arrest	Cardiovascular	Y	Y	N	NA	5.22185	609
chr2	156888499	156888500	rs1918172	ADHD	Neurological_behavioral	N	N	N	NA	5.30103	2727
chr2	156925285	156925286	rs16839962	Response_to_statin_therapy-Triglyceride_sum	Drug_metabolism	N	N	N	NA	5.04576	3928
chr2	157096775	157096776	rs17188434	Age_at_menarche	Aging	Y	N	N	NA	9	87802
chr2	157552859	157552860	rs7601713	QT_interval	Cardiovascular	N	N	N	NA	5.69897	2325
chr2	158780203	158780204	rs10183640	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	6.30103	609
chr2	158977793	158977794	rs2074955	Alzheimers_P-tau181p	Aging	N	N	Y	N	7	818
chr2	160069755	160069756	rs13022357	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	6	609
chr2	160190208	160190209	rs4665058	Myocardial_infarction	Cardiovascular	Y	N	N	NA	9.69897	1283
chr2	160917496	160917497	rs4664308	idiopathic_membranous_nephropathy	Kidney_lung_liver	N	N	Y	Y	28.0458	2894
chr2	161171453	161171454	rs7593730	Type_2_diabetes	Diabetes	Y	N	Y	Y	7.39794	5643
chr2	161380887	161380888	rs10192369	Amyotrophic_lateral_sclerosis-susceptibilty	Aging	Y	N	N	NA	5.04576	4079
chr2	162959747	162959748	rs2270447	Earlobes	Quantitative_traits	N	N	N	NA	6.09691	9126
chr2	163260690	163260691	rs17716942	Psoriasis	Autoimmune_disease	Y	N	Y	Y	13	7353
chr2	164317875	164317876	rs12476047	Response_to_antipsychotic_therapy	Drug_metabolism	N	N	Y	Y	5.52288	397
chr2	164906819	164906820	rs16849225	Systolic_blood_pressure	Cardiovascular	Y	N	Y	Y	10.3979	19608
chr2	164915207	164915208	rs13002573	Blood_pressure	Cardiovascular	Y	N	N	NA	7.69897	74064
chr2	164963485	164963486	rs1446468	Blood_pressure	Cardiovascular	Y	N	N	NA	11.2218	74064
chr2	165501848	165501849	rs3923113	Type_2_diabetes	Diabetes	Y	N	Y	N	8	20019
chr2	165513090	165513091	rs10195252	Waist-hip_ratio	Quantitative_traits	Y	N	N	NA	33.3979	77167
chr2	165577163	165577164	rs10221833	Response_to_statin_therapy-Triglyceride_sum	Drug_metabolism	N	N	Y	Y	5.22185	3928
chr2	165750389	165750390	rs13424957	Type_2_diabetes	Diabetes	Y	N	N	NA	5.52288	8090
chr2	165890732	165890733	rs776488	Footedness	Quantitative_traits	N	N	N	NA	6.69897	9126
chr2	166583243	166583244	rs6710518	Bone_mineral_density-femoral_neck	Radiographic_parameters	Y	N	N	NA	9.30103	1955
chr2	167377977	167377978	rs13015447	Amyotrophic_lateral_sclerosis-age_of_onset	Aging	Y	N	Y	Y	5.1549	4079
chr2	169041385	169041386	rs6749447	Blood_pressure	Cardiovascular	Y	N	Y	Y	6.69897	542
chr2	169117024	169117025	rs2102808	Parkinsons_disease	Aging	Y	N	N	NA	9.39794	17352
chr2	169389090	169389091	rs13393173	Response_to_TNF_antagonist_treatment	Drug_metabolism	N	N	Y	Y	5.39794	89
chr2	169757353	169757354	rs1402837	HbA1C	Serum_metabolites	Y	N	Y	Y	9.30103	14618
chr2	169763147	169763148	rs560887	Blood_glucose	Serum_metabolites	N	N	N	NA	9.22185	4763
chr2	169763147	169763148	rs560887	Fasting_plasma_glucose	Serum_metabolites	Y	Y	N	NA	217.046	46186
chr2	169763147	169763148	rs560887	Insulin_resistance	Serum_metabolites	Y	N	N	NA	65.699	46186
chr2	169774070	169774071	rs563694	Fasting_plasma_glucose	Serum_metabolites	Y	N	Y	Y	6.39794	5088
chr2	169782879	169782880	rs569805	HDL_cholesterol_fasting_glucose	Serum_metabolites	N	N	N	NA	7.04576	22161
chr2	169784412	169784413	rs16856247	Fasting_plasma_glucose	Serum_metabolites	Y	N	Y	Y	14.699	12545
chr2	169791437	169791438	rs552976	HbA1C	Serum_metabolites	N	N	Y	Y	17.0969	46368
chr2	169840573	169840574	rs16856332	Alkaline_phosphatase	Serum_metabolites	N	N	Y	Y	8.69897	61089
chr2	170133085	170133086	rs830998	Anorexia_nervosa	Neurological_behavioral	N	N	N	NA	5.04576	4806
chr2	170204845	170204846	rs2544390	Serum_urate	Serum_metabolites	N	N	Y	Y	7.39794	14700
chr2	171540822	171540823	rs2080401	LDL_cholesterol	Serum_metabolites	Y	N	N	NA	5.1549	8090
chr2	171733224	171733225	rs4668338	Serum_urate	Serum_metabolites	N	N	Y	Y	5.52288	868
chr2	173311552	173311553	rs12621278	Prostate_cancer	Cancer	Y	N	Y	Y	22.0458	3748
chr2	173620464	173620465	rs6433379	Longevity	Aging	Y	N	N	NA	8	1727
chr2	174362348	174362349	rs7590983	BMI	Quantitative_traits	N	N	N	NA	5.22185	898
chr2	176239848	176239849	rs4972755	Bipolar_disorder_and_major_depressive_disorder_combined	Neurological_behavioral	N	N	Y	N	5.52288	14052
chr2	176289318	176289319	rs2461751	PR_interval	Cardiovascular	N	N	Y	Y	5.09691	1262
chr2	176654737	176654738	rs7566934	Information_processing_speed_simple_RT	Neurological_behavioral	N	N	N	NA	5.1549	4763
chr2	176991778	176991779	rs2592394	Serum_magnesium_levels	Serum_metabolites	Y	N	Y	Y	6.30103	15366
chr2	177042632	177042633	rs2072590	Ovarian_cancer	Cancer	Y	N	Y	Y	13.301	4122
chr2	177909594	177909595	rs1529093	NAFLDH	Kidney_lung_liver	N	N	Y	Y	5.69897	236
chr2	179641974	179641975	rs12476289	QT_interval	Cardiovascular	N	N	N	NA	5.69897	2325
chr2	180566677	180566678	rs16866933	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	13.2218	609
chr2	181362378	181362379	rs16867321	Obesity	Quantitative_traits	Y	N	N	NA	5.69897	1060
chr2	181513728	181513729	rs918959	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	N	NA	5.69897	6530
chr2	181996044	181996045	rs13010713	Celiac_disease	Autoimmune_disease	Y	N	Y	N	10.301	15283
chr2	182007799	182007800	rs1018326	Ankylosing_spondylitis	Autoimmune_disease	Y	N	N	NA	5.69897	7193
chr2	182261868	182261869	rs7602460	PR_interval	Cardiovascular	N	N	Y	Y	5.22185	2334
chr2	182323664	182323665	rs12988934	Monocyte_count	Hematological_parameters	Y	N	Y	Y	13.699	8794
chr2	182455993	182455994	rs993648	Response_to_iloperidone_treatment_QT_prolongation	Drug_metabolism	N	N	N	NA	5.52288	183
chr2	185778427	185778428	rs1344706	Schizophrenia	Neurological_behavioral	Y	N	N	NA	6.69897	3416
chr2	188196468	188196469	rs840616	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	6.1549	30482
chr2	191538561	191538562	rs10931468	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	Y	Y	18.699	7003
chr2	191902757	191902758	rs3821236	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	10.0969	2586
chr2	191902757	191902758	rs3821236	Systemic_sclerosis	Autoimmune_disease	Y	Y	Y	Y	8.52288	7467
chr2	191964632	191964633	rs7574865	Rheumatoid_arthritis	Autoimmune_disease	Y	Y	N	NA	6.52288	25708
chr2	191964632	191964633	rs7574865	Rheumatoid_arthritis_celiac_disease	Autoimmune_disease	Y	N	N	NA	6.52288	25708
chr2	191964632	191964633	rs7574865	Systemic_lupus_erythematosus	Autoimmune_disease	Y	Y	N	NA	41.301	2252
chr2	191964632	191964633	rs7574865	Systemic_sclerosis	Autoimmune_disease	Y	N	N	NA	41.301	2252
chr2	192117237	192117238	rs13030978	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	11	61089
chr2	192914361	192914362	rs10497721	Type_2_diabetes	Diabetes	N	N	Y	Y	6.1549	1087
chr2	192955504	192955505	rs13007495	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	N	5.39794	609
chr2	193333902	193333903	rs1385351	HIV_progression	Viral_disease	N	N	N	NA	5.39794	2362
chr2	193984620	193984621	rs17662626	Schizophrenia	Neurological_behavioral	Y	N	N	NA	7.30103	21856
chr2	194872182	194872183	rs2176528	Bipolar_disorder	Neurological_behavioral	Y	N	N	NA	5.39794	16731
chr2	198631713	198631714	rs700651	Intracranial_aneurysm	Cardiovascular	Y	N	N	NA	7.39794	7856
chr2	198896894	198896895	rs6738825	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	8.39794	21389
chr2	198962242	198962243	rs7595412	Hip_bone_size	Quantitative_traits	Y	N	Y	Y	5.69897	501
chr2	198987934	198987935	rs988583	Neutrophil_count	Hematological_parameters	N	N	N	NA	5.22185	115
chr2	199632564	199632565	rs12617311	Age_at_menarche	Aging	Y	N	N	NA	12.2218	87802
chr2	199679109	199679110	rs10189905	Astigmatism	Miscellaneous	Y	N	N	NA	6.22185	4254
chr2	200290358	200290359	rs1992950	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	5.30103	9484
chr2	200676925	200676926	rs7605378	Osteoporosis	Aging	Y	N	N	NA	7.69897	1747
chr2	201021953	201021954	rs1569175	Response_to_treatment_for_acute_lymphoblastic_leukemia	Drug_metabolism	N	N	N	NA	6.04576	487
chr2	201158121	201158122	rs12612420	Exercise_leisure_time	Miscellaneous	N	N	N	NA	5.09691	2622
chr2	202162810	202162811	rs13016963	Melanoma	Cancer	Y	N	N	NA	9.04576	10422
chr2	202807195	202807196	rs17385675	Response_to_antipsychotic_therapy_clozapine-triglycerides	Drug_metabolism	N	N	N	NA	5.52288	738
chr2	202949850	202949851	rs1521882	ADHD	Neurological_behavioral	N	N	N	NA	5.09691	2814
chr2	203745884	203745885	rs6725887	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	9	86995
chr2	203745884	203745885	rs6725887	Myocardial_infarction	Cardiovascular	Y	N	N	NA	8	6042
chr2	204165170	204165171	rs11888559	Height	Quantitative_traits	N	N	N	NA	5.69897	1792
chr2	204249398	204249399	rs11675251	Serum_butyrylcholinesterase	Serum_metabolites	Y	N	N	NA	17.3979	6421
chr2	204272089	204272090	rs1376877	internal_carotid_intimal_medial_thickness	Cardiovascular	N	N	Y	N	6.39794	984
chr2	204693875	204693876	rs231735	Rheumatoid_arthritis	Autoimmune_disease	Y	N	N	NA	8.22185	6922
chr2	204721751	204721752	rs1024161	Alopecia_areata	Miscellaneous	N	N	Y	N	12.3979	4332
chr2	204721751	204721752	rs1024161	Graves_disease	Autoimmune_disease	Y	N	Y	N	16.699	2958
chr2	204738918	204738919	rs3087243	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	8	25708
chr2	204738918	204738919	rs3087243	Type_1_diabetes	Diabetes	Y	Y	Y	Y	15	16559
chr2	204738918	204738919	rs3087243	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	16.699	12501
chr2	204802577	204802578	rs4675374	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	8.22185	15283
chr2	205864831	205864832	rs2335704	Tuberculosis	Parasitic_bacterial_disease	Y	N	Y	Y	5.69897	5359
chr2	206150593	206150594	rs1207421	Knee_osteoarthritis	Aging	Y	N	N	NA	5.22185	642
chr2	206318592	206318593	rs11884476	HIV_progression	Viral_disease	N	N	N	NA	8.52288	755
chr2	206836611	206836612	rs7603514	Obesity_extreme	Quantitative_traits	N	N	Y	Y	5.09691	3972
chr2	207634235	207634236	rs2277912	Height	Quantitative_traits	N	N	N	NA	5.30103	1792
chr2	208994044	208994045	rs2242073	ADHD	Neurological_behavioral	N	N	N	NA	5.09691	647
chr2	213824044	213824045	rs12619285	Plasma_eosinophil_count	Hematological_parameters	Y	N	Y	Y	9.30103	9392
chr2	215635793	215635794	rs3768716	Neuroblastoma	Cancer	Y	N	Y	Y	12.301	4881
chr2	215672545	215672546	rs6435862	Neuroblastoma	Cancer	Y	N	Y	Y	17.0458	2440
chr2	216893636	216893637	rs1344694	Alcohol_dependence	Neurological_behavioral	N	N	N	NA	5.30103	3501
chr2	216898657	216898658	rs7590720	Alcohol_dependence	Neurological_behavioral	Y	N	Y	Y	8	1834
chr2	217878208	217878209	rs6435957	Primary_tooth_development_number_of_teeth	Quantitative_traits	N	N	N	NA	6.39794	5752
chr2	217894755	217894756	rs4491709	Primary_tooth_development_time_to_first_tooth_eruption	Quantitative_traits	Y	N	N	NA	13.699	5088
chr2	217905831	217905832	rs13387042	Breast_cancer	Cancer	Y	Y	N	NA	13	13145
chr2	218123647	218123648	rs2553026	Height	Quantitative_traits	Y	N	N	NA	7.22185	20427
chr2	218271897	218271898	rs1351164	Height	Quantitative_traits	Y	N	Y	Y	13.699	133653
chr2	218523161	218523162	rs6435999	Height	Quantitative_traits	Y	N	N	NA	6.1549	20427
chr2	218729864	218729865	rs3791950	Height	Quantitative_traits	Y	N	Y	Y	5.69897	20427
chr2	219010145	219010146	rs11676348	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	10	26405
chr2	219756382	219756383	rs7349332	Hair_curl	Quantitative_traits	N	N	Y	Y	13.5229	9126
chr2	219756382	219756383	rs7349332	Hair_morphology	Quantitative_traits	N	N	Y	Y	6	20985
chr2	219934347	219934348	rs1052483	Height	Quantitative_traits	Y	N	N	NA	6	30968
chr2	219943845	219943846	rs6724465	Height	Quantitative_traits	Y	N	Y	Y	7.69897	13665
chr2	219949183	219949184	rs16859517	Height	Quantitative_traits	N	N	N	NA	5.30103	19633
chr2	221720087	221720088	rs10932886	Brain_imaging	Neurological_behavioral	N	N	Y	Y	6	733
chr2	221899443	221899444	rs10498091	Echocardiographic_traits-LVM	Cardiovascular	N	N	N	NA	5.22185	1238
chr2	222801698	222801699	rs824931	BMI	Quantitative_traits	N	N	Y	Y	5.52288	3925
chr2	223936737	223936738	rs1440072	BMI	Quantitative_traits	N	N	Y	Y	5.39794	1792
chr2	223936737	223936738	rs1440072	Waist_circumference	Quantitative_traits	N	N	Y	Y	6.09691	1792
chr2	224274621	224274622	rs16864755	Osteoporosis-related_phenotypes	Radiographic_parameters	N	N	N	NA	5.39794	2073
chr2	224459682	224459683	rs16864968	Response_to_hepatitis_C_treatment	Viral_disease	N	N	Y	Y	5.52288	707
chr2	226237909	226237910	rs1517484	ADHD	Neurological_behavioral	N	N	N	NA	6.30103	2790
chr2	227000985	227000986	rs6758183	Astigmatism	Miscellaneous	Y	N	Y	N	5.52288	4254
chr2	227020652	227020653	rs7578326	Type_2_diabetes	Diabetes	Y	N	Y	Y	19.301	47117
chr2	227068079	227068080	rs2943634	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	6.69897	4864
chr2	227093744	227093745	rs2943641	Type_2_diabetes	Diabetes	Y	N	N	NA	11.0458	1376
chr2	227105920	227105921	rs2943650	Adiposity	Quantitative_traits	Y	N	N	NA	10.3979	36626
chr2	227562138	227562139	rs7558386	Alzheimers_P-tau181p	Aging	N	N	N	NA	7	818
chr2	227773465	227773466	rs3820928	FEV1	Kidney_lung_liver	N	N	Y	Y	5.30103	1222
chr2	228715374	228715375	rs7591163	Blood_pressure	Cardiovascular	N	N	Y	Y	6.52288	1327
chr2	229969797	229969798	rs6436839	Quetiapine_-Schizophrenia_neurocognition	Drug_metabolism	N	N	Y	Y	5.52288	738
chr2	231091222	231091223	rs13397985	Chronic_lymphocytic_leukemia	Cancer	Y	N	Y	Y	9.22185	1943
chr2	231106723	231106724	rs10201872	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	9.69897	26621
chr2	231116873	231116874	rs7423615	Crohns_disease	Autoimmune_disease	Y	N	N	NA	12.5229	21389
chr2	231420400	231420401	rs17275498	COWA	Neurological_behavioral	N	N	N	NA	5.09691	1086
chr2	232796609	232796610	rs749052	Height	Quantitative_traits	Y	N	Y	Y	6	30968
chr2	232797965	232797966	rs2580816	Height	Quantitative_traits	Y	N	Y	Y	21.2218	133653
chr2	233077063	233077064	rs7571816	Height	Quantitative_traits	N	N	Y	Y	8.04576	19633
chr2	233155109	233155110	rs6717918	Height	Quantitative_traits	Y	N	N	NA	8.52288	10074
chr2	233426525	233426526	rs1656402	Lung_cancer-non-small_cell	Cancer	N	N	N	NA	7.09691	105
chr2	233513174	233513175	rs2140773	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	9	61089
chr2	233998480	233998481	rs10933436	Coronary_heart_disease	Cardiovascular	Y	N	Y	N	5.1549	86995
chr2	234158838	234158839	rs10210302	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	13.301	4686
chr2	234180409	234180410	rs3828309	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	31.699	8059
chr2	234184416	234184417	rs3792109	Crohns_disease	Autoimmune_disease	Y	N	N	NA	40.1549	21389
chr2	234273241	234273242	rs838705	Serum_calcium	Serum_metabolites	N	N	Y	N	5.04576	20611
chr2	234406654	234406655	rs6704644	Bilirubin	Serum_metabolites	N	N	Y	Y	7.09691	6307
chr2	234502120	234502121	rs13394720	HIV_progression	Viral_disease	N	N	Y	Y	6.30103	2362
chr2	234504097	234504098	rs1597944	Multiple_sclerosis	Autoimmune_disease	N	N	N	NA	5.39794	1674
chr2	234565282	234565283	rs11892031	Bladder_cancer	Cancer	Y	N	Y	Y	7	8652
chr2	234584323	234584324	rs2602381	ADHD	Neurological_behavioral	N	N	N	NA	5.39794	2205
chr2	234668569	234668570	rs887829	Bilirubin	Serum_metabolites	Y	Y	Y	Y	69	4300
chr2	234672638	234672639	rs6742078	Bilirubin	Serum_metabolites	N	N	Y	Y	323.3062	9264
chr2	234673308	234673309	rs4148325	Bilirubin	Serum_metabolites	N	N	Y	Y	61.301	6307
chr2	234698789	234698790	rs2361502	Bilirubin	Serum_metabolites	N	N	N	NA	22.1549	6307
chr2	234768066	234768067	rs579327	Longevity	Aging	Y	N	N	NA	7.1549	1727
chr2	234825092	234825093	rs10166942	Migraine	Neurological_behavioral	Y	N	N	NA	11.2218	23230
chr2	235210726	235210727	rs12151790	Osteoporosis	Aging	Y	N	Y	Y	6.30103	3569
chr2	235615196	235615197	rs6736997	Pancreatic_cancer	Cancer	N	N	N	NA	5.22185	6200
chr2	235857113	235857114	rs2042831	Longevity	Aging	Y	N	N	NA	6.1549	1727
chr2	235900170	235900171	rs11676855	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.04576	612
chr2	236795342	236795343	rs13025591	Schizophrenia	Neurological_behavioral	Y	N	N	NA	5.22185	21856
chr2	237156548	237156549	rs13390159	Response_to_statin_therapy-LDL_diff	Drug_metabolism	N	N	Y	Y	6.69897	3928
chr2	238270893	238270894	rs10202497	Aging_traits-age_free_from_disease	Aging	N	N	Y	Y	5.09691	16995
chr2	238387227	238387228	rs7584330	Prostate_cancer	Cancer	Y	N	N	NA	8.52288	13560
chr2	239349361	239349362	rs3769124	FEV1/FVC	Kidney_lung_liver	N	N	N	NA	7.1549	48201
chr2	239877147	239877148	rs12477314	FEV1/FVC	Kidney_lung_liver	Y	Y	Y	Y	11.699	48201
chr2	240418659	240418660	rs6743931	Response_to_antipsychotic_therapy_extrapyramidal_side_effects	Drug_metabolism	N	N	Y	Y	5.69897	738
chr2	241308504	241308505	rs1574192	Brain_imaging_in_schizophrenia_interaction	Neurological_behavioral	N	N	Y	Y	5.39794	138
chr2	241495012	241495013	rs4305276	Mean_platelet_volume	Hematological_parameters	N	N	Y	Y	10.699	18600
chr2	241515595	241515596	rs2953145	Bipolar_disorder	Neurological_behavioral	N	N	N	NA	5.1549	4806
chr2	241579107	241579108	rs4676406	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	10.0969	26405
chr2	242502955	242502956	rs12479254	Brain_structure	Quantitative_traits	N	N	Y	Y	6.22185	740
chr20	351943	351944	rs6051520	Information_processing_speed_speed_factor	Neurological_behavioral	N	N	Y	Y	6.69897	4763
chr20	1205885	1205886	rs397020	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	6.09691	1861
chr20	1610550	1610551	rs2281808	Type_1_diabetes	Diabetes	Y	N	N	NA	11	16559
chr20	1923733	1923734	rs6136489	Mean_platelet_volume	Hematological_parameters	Y	N	Y	Y	10.0969	4627
chr20	1924706	1924707	rs13042885	Mean_platelet_volume	Hematological_parameters	N	N	Y	Y	13.2218	18600
chr20	1941170	1941171	rs6045676	Aortic_root_size	Cardiovascular	N	N	Y	N	7.52288	1086
chr20	2518564	2518565	rs6049839	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	N	NA	5.09691	6530
chr20	2654924	2654925	rs1810636	Longevity	Aging	Y	N	Y	Y	10	1727
chr20	3185122	3185123	rs11697186	Response_to_hepatitis_C_treatment	Viral_disease	Y	Y	Y	Y	24.0458	303
chr20	3187732	3187733	rs6139030	Response_to_hepatitis_C_treatment	Viral_disease	Y	Y	N	NA	24.699	303
chr20	3381548	3381549	rs965469	Interferon-related_cytopenia	Miscellaneous	N	N	Y	Y	9	1287
chr20	3776174	3776175	rs3761218	Bipolar_disorder	Neurological_behavioral	N	N	Y	Y	5.1549	4806
chr20	3827308	3827309	rs4815617	Asthma	Autoimmune_disease	N	N	Y	Y	5.09691	3901
chr20	3827308	3827309	rs4815617	Longevity	Aging	Y	N	Y	Y	7.09691	1727
chr20	4169078	4169079	rs16989303	Panic_disorder	Neurological_behavioral	N	N	N	NA	5.22185	400
chr20	4611876	4611877	rs6052699	Platelet_aggregation-epinephrine	Hematological_parameters	Y	N	N	NA	5.69897	3991
chr20	5037773	5037774	rs261360	Hair_morphology	Quantitative_traits	N	N	Y	Y	5.52288	20985
chr20	5840538	5840539	rs4815868	Information_processing_speed_2-choice_RT	Neurological_behavioral	N	N	Y	Y	5.09691	4763
chr20	5935384	5935385	rs236114	Menopause	Aging	Y	N	Y	N	10	2979
chr20	5943692	5943693	rs454422	HIV_progression	Viral_disease	N	N	N	NA	6	515
chr20	6035227	6035228	rs2326679	Menopause	Aging	Y	N	Y	Y	5.69897	2979
chr20	6404280	6404281	rs961253	Colorectal_cancer	Cancer	Y	N	Y	Y	9.69897	3831
chr20	6620892	6620893	rs967417	Height	Quantitative_traits	Y	N	N	NA	7.69897	30968
chr20	6621684	6621685	rs2145270	BMI	Quantitative_traits	Y	N	Y	Y	5.22185	32387
chr20	7180055	7180056	rs6085920	Serum_urate	Serum_metabolites	N	N	N	NA	5.22185	868
chr20	7552503	7552504	rs6108011	Red_blood_cell_count	Hematological_parameters	N	N	Y	Y	5.22185	1000
chr20	8114703	8114704	rs6118083	Colorword	Neurological_behavioral	N	N	Y	Y	5.1549	1086
chr20	8836770	8836771	rs6056209	Cognitive_performance-RVP	Neurological_behavioral	N	N	N	NA	5.69897	1295
chr20	9365302	9365303	rs2072910	Neutrophil_count	Hematological_parameters	Y	N	N	NA	9.52288	5771
chr20	10639542	10639543	rs2273061	Bone_mineral_density-spine	Radiographic_parameters	Y	N	Y	Y	7.30103	785
chr20	10850463	10850464	rs1884136	Information_processing_speed_inspection_time	Neurological_behavioral	N	N	N	NA	5.04576	4763
chr20	10969029	10969030	rs1327235	Blood_pressure	Cardiovascular	Y	N	Y	Y	7.39794	74064
chr20	10969029	10969030	rs1327235	Diastolic_blood_pressure	Cardiovascular	Y	N	Y	Y	15	69395
chr20	10969029	10969030	rs1327235	Systolic_blood_pressure	Cardiovascular	Y	N	Y	Y	7.69897	69395
chr20	11174902	11174903	rs2207418	Cardiac_hypertrophy	Cardiovascular	N	N	Y	Y	5.04576	851
chr20	12874584	12874585	rs2073233	Brain_structure	Quantitative_traits	N	N	Y	Y	6	740
chr20	12969399	12969400	rs680379	Sphingolipid_concentrations	Serum_metabolites	N	N	Y	Y	14.0969	4110
chr20	13123732	13123733	rs17190927	Bipolar_disorder_personality_SPTLC3	Neurological_behavioral	N	N	N	NA	6.09691	1007
chr20	13296911	13296912	rs1223271	Parkinsons_disease	Aging	Y	N	N	NA	5.30103	5691
chr20	14327898	14327899	rs6079395	NAFLDH	Kidney_lung_liver	N	N	Y	Y	5.1549	236
chr20	14388214	14388215	rs6110278	Mean_platelet_volume	Hematological_parameters	Y	N	Y	Y	6.39794	4627
chr20	14747470	14747471	rs4141463	Autism	Neurological_behavioral	Y	N	Y	Y	7.39794	2754
chr20	15335753	15335754	rs6110577	Obesity_extreme	Quantitative_traits	N	N	N	NA	5.30103	3972
chr20	16311309	16311310	rs2208059	Colorectal_cancer	Cancer	N	N	Y	Y	6.39794	346
chr20	17122592	17122593	rs852069	Age_at_menarche	Aging	Y	N	Y	Y	7.52288	87802
chr20	17357572	17357573	rs4814615	Dialysis-related_mortality	Miscellaneous	N	N	N	NA	5.30103	612
chr20	17368541	17368542	rs6044777	Fibrinogen	Serum_metabolites	N	N	N	NA	5.09691	898
chr20	18079130	18079131	rs17725255	Anorexia_nervosa	Neurological_behavioral	N	N	N	NA	5.69897	4806
chr20	19571580	19571581	rs3790268	Serum_matrix_metalloproteinase	Serum_metabolites	N	N	N	NA	6.52288	778
chr20	19852502	19852503	rs6046396	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	6.39794	4234
chr20	21853099	21853100	rs2180439	Male-pattern_baldness	Quantitative_traits	Y	N	N	NA	14.5229	643
chr20	22050502	22050503	rs1160312	Male-pattern_baldness	Quantitative_traits	Y	N	N	NA	14	1125
chr20	23578188	23578189	rs1158167	Cystatin_C	Serum_metabolites	N	N	N	NA	8.04576	1010
chr20	23612736	23612737	rs911119	Cystatin_C	Serum_metabolites	Y	N	Y	Y	137.699	67093
chr20	23847008	23847009	rs6138150	Response_to_TNF_antagonist_treatment	Drug_metabolism	N	N	Y	Y	5.52288	89
chr20	24058406	24058407	rs6049375	Erectile_dysfunction_and_prostate_cancer_treatment	Miscellaneous	N	N	Y	Y	5.09691	79
chr20	25206653	25206654	rs1044573	Allergic_rhinitis	Autoimmune_disease	N	N	Y	Y	6	12898
chr20	25298086	25298087	rs7267979	Alkaline_phosphatase	Serum_metabolites	N	N	Y	Y	9.1549	61089
chr20	31950844	31950845	rs291671	Hair_color-red_hair	Quantitative_traits	N	N	Y	Y	14.699	9126
chr20	32333180	32333181	rs7274811	Height	Quantitative_traits	Y	Y	N	NA	21.2218	133653
chr20	32738611	32738612	rs1015362	Burning_and_freckling	Quantitative_traits	Y	N	Y	Y	23.699	5130
chr20	32738611	32738612	rs1015362	Freckles	Quantitative_traits	Y	N	Y	Y	36.2218	5130
chr20	32738611	32738612	rs1015362	Hair_color-red_hair	Quantitative_traits	Y	Y	Y	Y	28.0969	5130
chr20	33171771	33171772	rs910873	Melanoma	Cancer	Y	N	Y	N	15	1728
chr20	33730386	33730387	rs6120849	Protein_C	Serum_metabolites	Y	N	N	NA	36.1549	8048
